filepath,filename,label,screen_source,screen_type,image_width,image_height,focal_length_35mm_eq,f_number,exposure_time,shutter_speed_value,iso,metering_mode,device_model,device_make,lens_model,datetime_original,orientation,flash
data/authentic/IMG_5789.jpeg,IMG_5789.jpeg,authentic,none,none,4032,3024,25,1.6,0.0006180469715698393,10.660105548423905,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:16 11:15:34,6,16
data/authentic/IMG_5792.jpeg,IMG_5792.jpeg,authentic,none,none,4032,3024,25,1.6,0.0012135922330097086,9.687204744195396,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:16 11:20:52,6,16
data/authentic/IMG_5822.jpeg,IMG_5822.jpeg,authentic,none,none,4032,3024,25,1.6,0.016666666666666666,5.915282590512606,200,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:17 10:05:55,6,16
data/authentic/IMG_5845.jpeg,IMG_5845.jpeg,authentic,none,none,4032,3024,64,2.2,0.010101010101010102,6.630501132224082,100,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:09:17 15:09:51,6,16
data/authentic/IMG_5862.jpeg,IMG_5862.jpeg,authentic,none,none,4032,3024,25,1.6,0.0009107468123861566,10.100261324041812,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:17 15:24:22,6,16
data/authentic/IMG_5930.jpeg,IMG_5930.jpeg,authentic,none,none,4032,3024,25,1.6,0.016666666666666666,5.907034876800381,80,3,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:18 19:14:37,6,16
data/authentic/IMG_5951.jpeg,IMG_5951.jpeg,authentic,none,none,4032,3024,64,2.2,0.0045871559633027525,7.765405491698595,20,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:09:19 18:23:11,6,16
data/authentic/IMG_5988.jpeg,IMG_5988.jpeg,authentic,none,none,4032,3024,25,1.6,0.0003929273084479371,11.31318306010929,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:20 11:51:15,6,16
data/authentic/IMG_5991.jpeg,IMG_5991.jpeg,authentic,none,none,4032,3024,25,1.6,0.00018601190476190475,12.392409761529182,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:20 11:52:07,6,16
data/authentic/IMG_5993.jpeg,IMG_5993.jpeg,authentic,none,none,4032,3024,25,1.6,0.00016,12.609640476860978,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:20 11:52:46,6,16
data/authentic/IMG_5997.jpeg,IMG_5997.jpeg,authentic,none,none,4032,3024,25,1.6,0.0015923566878980893,9.294038020128303,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:20 12:35:35,6,16
data/authentic/IMG_6015.jpeg,IMG_6015.jpeg,authentic,none,none,4032,3024,65,2.2,0.0017921146953405018,9.124213642531146,20,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:09:20 17:20:53,6,16
data/authentic/IMG_6016.jpeg,IMG_6016.jpeg,authentic,none,none,4032,3024,64,2.2,0.0016611295681063123,9.232863904633904,20,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:09:20 17:20:55,6,16
data/authentic/IMG_6022.jpeg,IMG_6022.jpeg,authentic,none,none,4032,3024,25,1.6,0.0003240440699935191,11.591718562220038,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:20 18:06:42,6,16
data/authentic/IMG_6036.jpeg,IMG_6036.jpeg,authentic,none,none,4032,3024,25,1.6,0.0012033694344163659,9.697948894236278,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:20 18:13:20,6,16
data/authentic/IMG_6105.jpeg,IMG_6105.jpeg,authentic,none,none,4032,3024,25,1.6,0.0001519987840097279,12.683641067858403,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:23 15:34:50,6,16
data/authentic/IMG_6110.jpeg,IMG_6110.jpeg,authentic,none,none,4032,3024,64,2.2,0.0004679457182966776,11.061203844208396,20,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:09:23 15:35:01,6,16
data/authentic/IMG_6116.jpeg,IMG_6116.jpeg,authentic,none,none,4032,3024,25,1.6,0.0001,13.287712403190383,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:23 16:38:21,6,16
data/authentic/IMG_6125.jpeg,IMG_6125.jpeg,authentic,none,none,4032,3024,25,1.6,0.016666666666666666,5.907034876800381,160,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:23 20:16:33,6,16
data/authentic/IMG_6131.jpeg,IMG_6131.jpeg,authentic,none,none,4032,3024,25,1.6,0.16666666666666666,2.560132224038033,400,3,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:23 21:20:01,6,16
data/authentic/IMG_6132.jpeg,IMG_6132.jpeg,authentic,none,none,4032,3024,62,1.6,0.1111111111111111,3.232918158438808,320,3,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:23 21:20:11,6,16
data/authentic/IMG_6134.jpeg,IMG_6134.jpeg,authentic,none,none,4032,3024,25,1.6,0.025,5.326957427805895,640,3,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:24 00:04:17,6,16
data/authentic/IMG_6135.jpeg,IMG_6135.jpeg,authentic,none,none,4032,3024,25,1.6,0.03333333333333333,4.906905020275287,640,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:24 00:05:18,6,16
data/authentic/IMG_6161.jpeg,IMG_6161.jpeg,authentic,none,none,4032,3024,25,1.6,0.008333333333333333,6.905909896228803,100,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:24 20:11:29,6,16
data/authentic/IMG_6221.jpeg,IMG_6221.jpeg,authentic,none,none,4032,3024,25,1.6,0.0004880429477794046,11.000831231368952,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:26 17:36:46,6,16
data/authentic/IMG_6244.jpeg,IMG_6244.jpeg,authentic,none,none,4032,3024,25,1.6,0.007936507936507936,6.971566644189705,32,3,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:26 18:17:36,6,16
data/authentic/IMG_6304.jpeg,IMG_6304.jpeg,authentic,none,none,4032,3024,25,1.6,9.1000091000091e-05,13.423773919655304,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:27 11:43:24,6,16
data/authentic/IMG_6307.jpeg,IMG_6307.jpeg,authentic,none,none,4032,3024,64,2.2,0.00047709923664122136,11.03372311547296,20,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:09:27 12:53:59,6,16
data/authentic/IMG_6345.jpeg,IMG_6345.jpeg,authentic,none,none,4032,3024,25,1.6,0.00021199915200339198,12.203648118217501,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:27 15:04:06,6,16
data/authentic/IMG_6420.jpeg,IMG_6420.jpeg,authentic,none,none,4032,3024,25,1.6,0.016666666666666666,5.907034876800381,80,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:09:29 14:37:31,6,16
data/authentic/IMG_6428.jpeg,IMG_6428.jpeg,authentic,none,none,4032,3024,211,2.798828125,0.001584786053882726,9.30221195113899,40,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:04 16:40:21,6,16
data/authentic/IMG_6436.jpeg,IMG_6436.jpeg,authentic,none,none,3024,4032,206,2.798828125,0.006711409395973154,7.214749106315371,40,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:04 17:15:33,1,16
data/authentic/IMG_6437.jpeg,IMG_6437.jpeg,authentic,none,none,5712,4284,163,2.798828125,0.002890173410404624,8.43271936556664,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:04 17:15:54,6,16
data/authentic/IMG_6455.jpeg,IMG_6455.jpeg,authentic,none,none,4032,3024,84,1.7799999713880652,0.0005701254275940707,10.776750467483899,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:04 17:21:20,1,16
data/authentic/IMG_6480.jpeg,IMG_6480.jpeg,authentic,none,none,8064,6048,24,1.7799999713880652,0.00011199462425803562,13.124213230571613,100,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:04 18:10:45,1,16
data/authentic/IMG_6492.jpeg,IMG_6492.jpeg,authentic,none,none,4032,3024,48,1.7799999713880652,4.9000391299844176e-05,14.316858294758847,80,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:04 18:13:49,1,16
data/authentic/IMG_6497.jpeg,IMG_6497.jpeg,authentic,none,none,4032,3024,52,1.7799999713880652,2.3000138000828006e-05,15.408006672226856,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:04 18:15:30,6,16
data/authentic/IMG_6498.jpeg,IMG_6498.jpeg,authentic,none,none,4032,3024,56,1.7799999713880652,0.0002050020500205002,12.252088554720133,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:04 18:17:54,1,16
data/authentic/IMG_6499.jpeg,IMG_6499.jpeg,authentic,none,none,4032,3024,56,1.7799999713880652,0.00025700334104343357,11.925944333996023,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:04 18:18:05,1,16
data/authentic/IMG_6500.jpeg,IMG_6500.jpeg,authentic,none,none,8064,6048,100,2.798828125,0.006172839506172839,7.339111328125,40,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:04 18:21:41,6,16
data/authentic/IMG_6501.jpeg,IMG_6501.jpeg,authentic,none,none,4032,3024,74,1.7799999713880652,0.0009478672873226411,10.04282569541725,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:04 18:21:53,1,16
data/authentic/IMG_6502.jpeg,IMG_6502.jpeg,authentic,none,none,4032,3024,49,1.7799999713880652,0.0009478672873226411,10.04282569541725,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:04 18:21:58,1,16
data/authentic/IMG_6506.jpeg,IMG_6506.jpeg,authentic,none,none,4032,3024,48,1.7799999713880652,0.00013999719521907506,12.802285202195586,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:04 18:27:16,6,16
data/authentic/IMG_6507.jpeg,IMG_6507.jpeg,authentic,none,none,4032,3024,78,1.7799999713880652,0.0002050020500205002,12.252088554720133,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:04 18:27:40,6,16
data/authentic/IMG_6509.jpeg,IMG_6509.jpeg,authentic,none,none,4032,3024,72,1.7799999713880652,0.0001529987760097919,12.674180992539734,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:04 18:28:07,6,16
data/authentic/IMG_6511.jpeg,IMG_6511.jpeg,authentic,none,none,8064,6048,100,2.798828125,0.0015673980815327593,9.317779541015625,20,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:04 18:28:46,6,16
data/authentic/IMG_6534.jpeg,IMG_6534.jpeg,authentic,none,none,5034,3776,160,2.798828125,0.009523809523809525,6.721049314636836,400,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:07 18:38:04,6,16
data/authentic/IMG_6535.jpeg,IMG_6535.jpeg,authentic,none,none,5034,3776,160,2.798828125,0.008264462809917356,6.924365992626522,160,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:07 18:38:22,1,16
data/authentic/IMG_6536.jpeg,IMG_6536.jpeg,authentic,none,none,5034,3776,160,2.798828125,0.008264462809917356,6.921040536814045,200,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:07 18:38:29,6,16
data/authentic/IMG_6537.jpeg,IMG_6537.jpeg,authentic,none,none,4108,3082,47,1.7799999713880652,0.002207505518763797,8.823698041089346,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:07 18:38:57,1,16
data/authentic/IMG_6538.jpeg,IMG_6538.jpeg,authentic,none,none,4032,3024,48,1.7799999713880652,0.004484304932735426,7.798747544204322,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:07 18:39:05,6,16
data/authentic/IMG_6539.jpeg,IMG_6539.jpeg,authentic,none,none,4032,3024,89,1.7799999713880652,0.004524886877828055,7.790419585367579,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:07 18:39:12,6,16
data/authentic/IMG_6540.jpeg,IMG_6540.jpeg,authentic,none,none,2014,3580,245,2.798828125,0.007042253521126761,7.1469337251566,40,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:07 18:39:23,1,16
data/authentic/IMG_6541.jpeg,IMG_6541.jpeg,authentic,none,none,4032,3024,200,2.798828125,0.003745318352059925,8.062746043223267,40,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:07 18:39:27,6,16
data/authentic/IMG_6542.jpeg,IMG_6542.jpeg,authentic,none,none,4032,3024,200,2.798828125,0.003745318352059925,8.062746043223267,40,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:07 18:39:30,6,16
data/authentic/IMG_6543.jpeg,IMG_6543.jpeg,authentic,none,none,4032,3024,200,2.798828125,0.008264462809917356,6.923665529639532,80,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:07 18:39:43,1,16
data/authentic/IMG_6544.jpeg,IMG_6544.jpeg,authentic,none,none,4032,3024,200,2.798828125,0.008264462809917356,6.923665529639532,80,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:07 18:39:46,1,16
data/authentic/IMG_6557.jpeg,IMG_6557.jpeg,authentic,none,none,7962,5972,101,2.798828125,0.008264462809917356,6.924365992626522,50,3,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:09 17:52:42,6,16
data/authentic/IMG_6558.jpeg,IMG_6558.jpeg,authentic,none,none,4032,3024,72,1.7799999713880652,0.002849002849002849,8.454822534657358,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:09 17:52:56,1,16
data/authentic/IMG_6563.jpeg,IMG_6563.jpeg,authentic,none,none,4032,3024,96,1.7799999713880652,0.000634920608716514,10.62095547215742,80,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:09 18:00:06,1,16
data/authentic/IMG_6564.jpeg,IMG_6564.jpeg,authentic,none,none,4032,3024,96,1.7799999713880652,0.000634920608716514,10.62095547215742,80,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:10:09 18:00:09,1,16
data/authentic/IMG_6565.jpeg,IMG_6565.jpeg,authentic,none,none,4032,3024,202,2.798828125,0.002717391304347826,8.523239139603543,40,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:09 18:00:15,1,16
data/authentic/IMG_6566.jpeg,IMG_6566.jpeg,authentic,none,none,4142,3106,195,2.798828125,0.0015673980815327593,9.317779541015625,32,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:09 18:00:21,6,16
data/authentic/IMG_6567.jpeg,IMG_6567.jpeg,authentic,none,none,4142,3106,195,2.798828125,0.0015673980815327593,9.317779541015625,32,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 16.891mm f/2.8,2025:10:09 18:00:25,6,16
data/authentic/IMG_6580.jpeg,IMG_6580.jpeg,authentic,none,none,4032,3024,65,2.2,0.0007178750897343862,10.44372853890968,20,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:10:02 15:25:32,6,16
data/authentic/IMG_6581.jpeg,IMG_6581.jpeg,authentic,none,none,4032,3024,64,2.2,0.0010330578512396695,9.918944027250909,20,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:10:02 15:26:36,6,16
data/authentic/IMG_6584.jpeg,IMG_6584.jpeg,authentic,none,none,4032,3024,25,1.6,0.00018601190476190475,12.392409761529182,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:02 15:26:49,6,16
data/authentic/IMG_6671.jpeg,IMG_6671.jpeg,authentic,none,none,4032,3024,25,1.6,0.016666666666666666,5.914499196065449,400,3,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:03 18:54:39,6,16
data/authentic/IMG_6691.jpeg,IMG_6691.jpeg,authentic,none,none,4032,3024,64,2.2,0.008333333333333333,6.908160729080365,64,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:10:04 18:05:09,6,16
data/authentic/IMG_6709.jpeg,IMG_6709.jpeg,authentic,none,none,4032,3024,64,2.2,0.00037593984962406017,11.376979723595278,32,3,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:10:05 13:46:39,6,16
data/authentic/IMG_6783.jpeg,IMG_6783.jpeg,authentic,none,none,4032,3024,124,2.2,0.001375515818431912,9.506352669404517,20,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:10:11 11:47:29,6,16
data/authentic/IMG_6785.jpeg,IMG_6785.jpeg,authentic,none,none,4032,3024,25,1.6,0.00980392156862745,6.670796015736168,125,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:11 14:39:30,6,16
data/authentic/IMG_6787.jpeg,IMG_6787.jpeg,authentic,none,none,4032,3024,19,2.4,0.016666666666666666,5.9166763240236415,320,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 1.54mm f/2.4,2025:10:11 15:00:13,6,16
data/authentic/IMG_6804.jpeg,IMG_6804.jpeg,authentic,none,none,4032,3024,64,2.2,0.016666666666666666,5.90712143928036,160,3,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:10:11 20:17:20,6,16
data/authentic/IMG_6820.jpeg,IMG_6820.jpeg,authentic,none,none,4032,3024,25,1.6,0.0001950078003120125,12.324238250989843,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:12 10:01:58,6,16
data/authentic/IMG_6845.jpeg,IMG_6845.jpeg,authentic,none,none,4032,3024,25,1.6,0.0002900232018561485,11.751659466863345,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:12 13:15:51,6,16
data/authentic/IMG_6846.jpeg,IMG_6846.jpeg,authentic,none,none,4032,3024,64,2.2,0.0005608524957936063,10.79971160778659,20,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:10:12 13:15:54,6,16
data/authentic/IMG_6848.jpeg,IMG_6848.jpeg,authentic,none,none,4032,3024,25,1.6,0.0002900232018561485,11.751659466863345,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:12 13:20:21,6,16
data/authentic/IMG_6849.jpeg,IMG_6849.jpeg,authentic,none,none,4032,3024,25,1.6,0.000333000333000333,11.552190197036314,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:12 13:20:25,6,16
data/authentic/IMG_6881.jpeg,IMG_6881.jpeg,authentic,none,none,4032,3024,25,1.6,0.016666666666666666,5.907034876800381,160,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:13 20:20:31,6,16
data/authentic/IMG_6928.jpeg,IMG_6928.jpeg,authentic,none,none,4032,3024,14,2.4,0.0017730496453900709,9.139591749946842,20,1,iPhone 11 Pro Max,Apple,iPhone 11 Pro Max back triple camera 1.54mm f/2.4,2021:11:20 13:04:29,6,16
data/authentic/IMG_6982.jpeg,IMG_6982.jpeg,authentic,none,none,4032,3024,28,1.6,0.025,5.327478703785018,640,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:21 01:19:24,6,16
data/authentic/IMG_6983.jpeg,IMG_6983.jpeg,authentic,none,none,4032,3024,28,1.6,0.025,5.327478703785018,640,3,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:21 01:19:58,6,16
data/authentic/IMG_7014.jpeg,IMG_7014.jpeg,authentic,none,none,4032,3024,25,1.6,0.016666666666666666,5.914499196065449,500,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:22 19:58:39,6,16
data/authentic/IMG_7196.jpeg,IMG_7196.jpeg,authentic,none,none,4032,3024,25,1.6,0.03333333333333333,4.911022615828108,640,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:28 18:18:01,6,16
data/authentic/IMG_7197.jpeg,IMG_7197.jpeg,authentic,none,none,4032,3024,25,1.6,0.016666666666666666,5.907034876800381,500,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:28 21:11:47,6,16
data/authentic/IMG_7214.jpeg,IMG_7214.jpeg,authentic,none,none,4032,3024,25,1.6,0.02631578947368421,5.266343699536386,640,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:30 21:32:39,6,16
data/authentic/IMG_7216.jpeg,IMG_7216.jpeg,authentic,none,none,4032,3024,25,1.6,0.00022099447513812155,12.1436660268714,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:31 12:39:33,6,16
data/authentic/IMG_7227.jpeg,IMG_7227.jpeg,authentic,none,none,4032,3024,25,1.6,0.000177999288002848,12.455835145490317,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:10:31 13:24:44,6,16
data/authentic/IMG_7237.jpeg,IMG_7237.jpeg,authentic,none,none,4032,3024,64,2.2,0.010101010101010102,6.630501132224082,160,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:10:31 17:55:41,6,16
data/authentic/IMG_7258.jpeg,IMG_7258.jpeg,authentic,none,none,4032,3024,25,1.6,0.0004710315591144607,11.051985329293574,32,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:11:01 15:33:29,6,16
data/authentic/IMG_7260.jpeg,IMG_7260.jpeg,authentic,none,none,4032,3024,25,1.6,0.016666666666666666,5.907034876800381,200,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:11:01 16:33:31,6,16
data/authentic/IMG_7265.jpeg,IMG_7265.jpeg,authentic,none,none,4032,3024,25,1.6,0.06666666666666667,3.9068184630615024,1600,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:11:01 18:31:36,6,16
data/authentic/IMG_7378.jpeg,IMG_7378.jpeg,authentic,none,none,4032,3024,25,1.6,0.008333333333333333,6.905909896228803,100,3,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:11:08 19:06:05,6,16
data/authentic/IMG_7389.jpeg,IMG_7389.jpeg,authentic,none,none,4032,3024,38,1.6,0.016666666666666666,5.907034876800381,160,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:11:09 16:45:46,6,16
data/authentic/IMG_B3CA830F-E29D-42A5-90DF-C22281FA194F.JPEG,IMG_B3CA830F-E29D-42A5-90DF-C22281FA194F.JPEG,authentic,none,none,4032,3024,25,1.6,0.016666666666666666,5.907034876800381,200,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:11:06 16:04:53,6,16
data/authentic/IMG_D6BC7EFE-A95F-4E18-B4C5-C165EBACCFA8.JPEG,IMG_D6BC7EFE-A95F-4E18-B4C5-C165EBACCFA8.JPEG,authentic,none,none,4032,3024,81,2.2,0.03333333333333333,4.911326486330102,1000,3,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 7.5mm f/2.2,2025:09:25 18:03:06,6,16
data/authentic/IMG_E610F4DA-7FE7-49EA-AF66-6C06CA016551.JPEG,IMG_E610F4DA-7FE7-49EA-AF66-6C06CA016551.JPEG,authentic,none,none,4032,3024,57,1.6,0.016666666666666666,5.907034876800381,160,5,iPhone 12 Pro Max,Apple,iPhone 12 Pro Max back triple camera 5.1mm f/1.6,2025:11:08 15:24:15,6,16
data/re-photo/ai-LCD/IMG_3717.jpeg,IMG_3717.jpeg,rephoto,ai,lcd,4032,3024,57,1.78,0.016666666666666666,5.906342477805326,80,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 18:59:07,6,16
data/re-photo/ai-LCD/IMG_3718.jpeg,IMG_3718.jpeg,rephoto,ai,lcd,4032,3024,57,1.78,0.016666666666666666,5.906342477805326,100,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 18:59:14,6,16
data/re-photo/ai-LCD/IMG_3719.jpeg,IMG_3719.jpeg,rephoto,ai,lcd,4032,3024,89,2.8,0.016666666666666666,5.90712143928036,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 18:59:31,6,16
data/re-photo/ai-LCD/IMG_3720.jpeg,IMG_3720.jpeg,rephoto,ai,lcd,4032,3024,73,1.78,0.016666666666666666,5.914847331209696,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 18:59:39,6,16
